text,signature,signature_id,category,severity,proto,app_proto,src_ip,src_port,dest_ip,dest_port,hostname,uri,timestamp,source,count,date
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.13.21 | /cgi-bin/quickstore.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49861,172.16.13.21,80,172.16.13.21,/cgi-bin/quickstore.cgi,2017-03-24T19:00:28.333986-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.13.21 | /cgi-bin/search | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,50042,172.16.13.21,80,172.16.13.21,/cgi-bin/search,2017-03-24T19:00:28.915280-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.13.21 | /cgi-bin/test.sh | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,50586,172.16.13.21,80,172.16.13.21,/cgi-bin/test.sh,2017-03-24T19:00:30.322263-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.13.21 | /cgi-bin/urlcount.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,51012,172.16.13.21,80,172.16.13.21,/cgi-bin/urlcount.cgi,2017-03-24T19:00:31.423988-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.13.21 | /cgi-bin/whois.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,51570,172.16.13.21,80,172.16.13.21,/cgi-bin/whois.cgi,2017-03-24T19:00:33.097900-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.13.21 | /index.sh | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,52226,172.16.13.21,80,172.16.13.21,/index.sh,2017-03-24T19:00:35.021674-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.13.21 | /whois.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,53199,172.16.13.21,80,172.16.13.21,/whois.cgi,2017-03-24T19:00:37.528319-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /_mt/mt.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,40901,172.16.14.14,80,172.16.14.14,/_mt/mt.cgi,2017-03-24T18:59:51.031855-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /cgi-bin/FormHandler.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,43430,172.16.14.14,80,172.16.14.14,/cgi-bin/FormHandler.cgi,2017-03-24T18:59:55.019383-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /cgi-bin/bugreport.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,45205,172.16.14.14,80,172.16.14.14,/cgi-bin/bugreport.cgi,2017-03-24T18:59:59.354633-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /cgi-bin/mt/mt-load.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,45168,172.16.14.14,80,172.16.14.14,/cgi-bin/mt/mt-load.cgi,2017-03-24T18:59:59.211057-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /cgi-bin/test.sh | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49352,172.16.14.14,80,172.16.14.14,/cgi-bin/test.sh,2017-03-24T19:00:08.015221-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /cgi-bin/viewcvs.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,50278,172.16.14.14,80,172.16.14.14,/cgi-bin/viewcvs.cgi,2017-03-24T19:00:09.553603-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /cgi-bin/wa.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,47470,172.16.14.14,80,172.16.14.14,/cgi-bin/wa.cgi,2017-03-24T19:00:04.204760-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /cgi-bin/wa.exe | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,47700,172.16.14.14,80,172.16.14.14,/cgi-bin/wa.exe,2017-03-24T19:00:04.488105-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /cgi/mid.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,44820,172.16.14.14,80,172.16.14.14,/cgi/mid.cgi,2017-03-24T18:59:58.394877-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /index.sh | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49193,172.16.14.14,80,172.16.14.14,/index.sh,2017-03-24T19:00:07.625114-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /session_login.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49666,172.16.14.14,80,172.16.14.14,/session_login.cgi,2017-03-24T19:00:08.541314-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.14 | /test.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,50507,172.16.14.14,80,172.16.14.14,/test.cgi,2017-03-24T19:00:09.818640-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/admin.cgi | 8080,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49028,172.16.14.21,8080,172.16.14.21,/cgi-bin/admin.cgi,2017-03-24T19:05:05.860811-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/admin.pl | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,36016,172.16.14.21,80,172.16.14.21,/cgi-bin/admin.pl,2017-03-24T19:04:28.248313-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/bugreport.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,36183,172.16.14.21,80,172.16.14.21,/cgi-bin/bugreport.cgi,2017-03-24T19:04:28.546502-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/count.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,36565,172.16.14.21,80,172.16.14.21,/cgi-bin/count.cgi,2017-03-24T19:04:29.234729-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/count.cgi | 8080,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49028,172.16.14.21,8080,172.16.14.21,/cgi-bin/count.cgi,2017-03-24T19:05:05.891956-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/help.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,37605,172.16.14.21,80,172.16.14.21,/cgi-bin/help.cgi,2017-03-24T19:04:31.352491-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/index.sh | 8080,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49028,172.16.14.21,8080,172.16.14.21,/cgi-bin/index.sh,2017-03-24T19:05:05.975323-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/mailit.pl | 8080,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49028,172.16.14.21,8080,172.16.14.21,/cgi-bin/mailit.pl,2017-03-24T19:05:05.982458-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/mt-static/mt-check.cgi | 8080,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49028,172.16.14.21,8080,172.16.14.21,/cgi-bin/mt-static/mt-check.cgi,2017-03-24T19:05:06.010678-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/mt/mt-check.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,38505,172.16.14.21,80,172.16.14.21,/cgi-bin/mt/mt-check.cgi,2017-03-24T19:04:33.749357-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/quickstore.cgi | 8080,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49028,172.16.14.21,8080,172.16.14.21,/cgi-bin/quickstore.cgi,2017-03-24T19:05:06.034337-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/search | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,39533,172.16.14.21,80,172.16.14.21,/cgi-bin/search,2017-03-24T19:04:35.813735-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/search/search.cgi | 8080,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49028,172.16.14.21,8080,172.16.14.21,/cgi-bin/search/search.cgi,2017-03-24T19:05:06.057903-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/test.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,39855,172.16.14.21,80,172.16.14.21,/cgi-bin/test.cgi,2017-03-24T19:04:36.806760-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/test.cgi | 8080,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49028,172.16.14.21,8080,172.16.14.21,/cgi-bin/test.cgi,2017-03-24T19:05:06.066185-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/test.sh | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,39997,172.16.14.21,80,172.16.14.21,/cgi-bin/test.sh,2017-03-24T19:04:37.202410-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/test.sh | 8080,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49028,172.16.14.21,8080,172.16.14.21,/cgi-bin/test.sh,2017-03-24T19:05:06.073723-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/upload.cgi | 8080,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,50214,172.16.14.21,8080,172.16.14.21,/cgi-bin/upload.cgi,2017-03-24T19:05:09.806600-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi-bin/viewcvs.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,40410,172.16.14.21,80,172.16.14.21,/cgi-bin/viewcvs.cgi,2017-03-24T19:04:38.561982-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /cgi/mid.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,35673,172.16.14.21,80,172.16.14.21,/cgi/mid.cgi,2017-03-24T19:04:27.600758-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /index.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,41607,172.16.14.21,80,172.16.14.21,/index.cgi,2017-03-24T19:04:41.536264-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.14.21 | /wwwadmin.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,43130,172.16.14.21,80,172.16.14.21,/wwwadmin.cgi,2017-03-24T19:04:45.557880-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | / | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,34188,172.16.15.14,80,172.16.15.14,/,2017-03-24T19:00:28.179893-0600,wrccdc-2017,4,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /_mt/mt.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,34679,172.16.15.14,80,172.16.15.14,/_mt/mt.cgi,2017-03-24T19:00:28.579251-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-bin/Count.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,35938,172.16.15.14,80,172.16.15.14,/cgi-bin/Count.cgi,2017-03-24T19:00:32.002415-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-bin/bugreport.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,35601,172.16.15.14,80,172.16.15.14,/cgi-bin/bugreport.cgi,2017-03-24T19:00:31.033467-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-bin/index.sh | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,37235,172.16.15.14,80,172.16.15.14,/cgi-bin/index.sh,2017-03-24T19:00:35.851061-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-bin/mailit.pl | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,37389,172.16.15.14,80,172.16.15.14,/cgi-bin/mailit.pl,2017-03-24T19:00:36.164923-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-bin/mt/mt-check.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,37529,172.16.15.14,80,172.16.15.14,/cgi-bin/mt/mt-check.cgi,2017-03-24T19:00:36.529051-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-bin/quickstore.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,38298,172.16.15.14,80,172.16.15.14,/cgi-bin/quickstore.cgi,2017-03-24T19:00:38.528902-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-bin/search.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,38727,172.16.15.14,80,172.16.15.14,/cgi-bin/search.cgi,2017-03-24T19:00:39.528524-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-bin/search/search.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,38923,172.16.15.14,80,172.16.15.14,/cgi-bin/search/search.cgi,2017-03-24T19:00:40.035728-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-bin/urlcount.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,39959,172.16.15.14,80,172.16.15.14,/cgi-bin/urlcount.cgi,2017-03-24T19:00:42.503137-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-sys/defaultwebpage.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,45755,172.16.15.14,80,172.16.15.14,/cgi-sys/defaultwebpage.cgi,2017-03-24T19:00:54.105215-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi-sys/entropysearch.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,42088,172.16.15.14,80,172.16.15.14,/cgi-sys/entropysearch.cgi,2017-03-24T19:00:46.633313-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /cgi/mid.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,35218,172.16.15.14,80,172.16.15.14,/cgi/mid.cgi,2017-03-24T19:00:30.036072-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /session_login.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,42978,172.16.15.14,80,172.16.15.14,/session_login.cgi,2017-03-24T19:00:48.404565-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /show_bug.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,43139,172.16.15.14,80,172.16.15.14,/show_bug.cgi,2017-03-24T19:00:48.697998-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.14 | /wwwadmin.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,44382,172.16.15.14,80,172.16.15.14,/wwwadmin.cgi,2017-03-24T19:00:51.308964-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.21 | /_mt/mt.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,49645,172.16.15.21,80,172.16.15.21,/_mt/mt.cgi,2017-03-24T19:00:10.196927-0600,wrccdc-2017,1,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.21 | /administrator.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,46195,172.16.15.21,80,172.16.15.21,/administrator.cgi,2017-03-24T19:00:04.025056-0600,wrccdc-2017,2,2017-03-25
ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie | Attempted Administrator Privilege Gain | http | 172.16.15.21 | /buglist.cgi | 80,ET WEB_SERVER Possible CVE-2014-6271 Attempt in HTTP Cookie,2019239,Attempted Administrator Privilege Gain,1,TCP,http,10.192.88.88,46389,172.16.15.21,80,172.16.15.21,/buglist.cgi,2017-03-24T19:00:04.307742-0600,wrccdc-2017,2,2017-03-25
